Order_Date,Ship_Date,Region,Category,Products,Sales,Quantity,Revenue,Profit,Products1,total_sales1,Region1,total_profit1,Year,Products_loss,Loss
12/5/2014,12/9/2014,East,Technology,Phones,36.738,1,36.738,-9.1845,,,,,,,
12/5/2014,12/9/2014,East,Technology,Phones,179.94,2,359.88,-44.985,,,,,,,
12/5/2014,12/10/2014,West,Office Supplies,Art,1113.024,8,8904.192,111.3024,,,,,,,
12/5/2014,12/10/2014,West,Technology,Phones,167.968,4,671.872,62.988,,,,,,,
12/5/2014,12/10/2014,West,Office Supplies,Art,26.46,9,238.14,11.907,,,,,,,
12/5/2014,12/10/2014,West,Office Supplies,Paper,49.12,4,196.48,23.0864,,,,,,,
12/5/2014,12/10/2014,West,Office Supplies,Fasteners,15,3,45,7.2,,,,,,,
12/5/2014,12/12/2014,South,Office Supplies,Storage,24.56,2,49.12,6.8768,,,,,,,
12/6/2014,12/8/2014,Central,Furniture,Furnishings,23.976,3,71.928,-14.3856,,,,,,,
12/6/2014,12/8/2014,West,Office Supplies,Storage,1261.33,7,8829.31,327.9458,,,,,,,
12/6/2014,12/10/2014,Central,Office Supplies,Appliances,14.016,4,56.064,-31.536,,,,,,,
12/6/2014,12/10/2014,Central,Furniture,Tables,214.95,5,1074.75,-120.372,,,,,,,
12/6/2014,12/10/2014,Central,Technology,Phones,35.04,4,140.16,-7.008,,,,,,,
12/6/2014,12/10/2014,Central,Furniture,Furnishings,10.776,3,32.328,-4.8492,,,,,,,
12/6/2014,12/10/2014,Central,Office Supplies,Binders,4.6,2,9.2,-8.05,,,,,,,
12/6/2014,12/10/2014,Central,Office Supplies,Storage,35.168,2,70.336,-8.3524,,,,,,,
12/6/2014,12/11/2014,West,Office Supplies,Storage,53.424,3,160.272,4.6746,,,,,,,
12/6/2014,12/11/2014,West,Furniture,Tables,275.49,1,275.49,-170.8038,,,,,,,
12/6/2014,12/11/2014,South,Office Supplies,Paper,42.208,2,84.416,13.7176,,,,,,,
12/7/2014,12/8/2014,West,Office Supplies,Paper,164.88,3,494.64,80.7912,,,,,,,
12/7/2014,12/10/2014,West,Office Supplies,Art,8.64,3,25.92,2.4192,,,,,,,
12/7/2014,12/13/2014,South,Office Supplies,Paper,105.52,4,422.08,48.5392,,,,,,,
12/7/2014,12/13/2014,West,Office Supplies,Storage,269.36,7,1885.52,70.0336,,,,,,,
12/8/2014,12/10/2014,West,Office Supplies,Paper,45.68,2,91.36,21.0128,,,,,,,
12/8/2014,12/10/2014,West,Furniture,Chairs,603.92,5,3019.6,45.294,,,,,,,
12/8/2014,12/13/2014,Central,Office Supplies,Storage,60.416,2,120.832,6.0416,,,,,,,
12/8/2014,12/13/2014,West,Office Supplies,Labels,27.888,7,195.216,9.0636,,,,,,,
12/8/2014,12/13/2014,West,Office Supplies,Binders,6.456,4,25.824,-4.5192,,,,,,,
12/8/2014,12/13/2014,West,Technology,Phones,52.68,3,158.04,19.755,,,,,,,
12/8/2014,12/13/2014,West,Office Supplies,Supplies,13.88,5,69.4,-2.6025,,,,,,,
12/8/2014,12/13/2014,West,Technology,Accessories,103.92,10,1039.2,-18.186,,,,,,,
12/8/2014,12/13/2014,West,Office Supplies,Labels,11.52,5,57.6,3.744,,,,,,,
12/8/2014,12/13/2014,West,Office Supplies,Paper,10.368,2,20.736,3.6288,,,,,,,
12/8/2014,12/13/2014,West,Office Supplies,Storage,39.072,3,117.216,2.9304,,,,,,,
12/8/2014,12/15/2014,West,Furniture,Furnishings,39.88,2,79.76,11.1664,,,,,,,
12/8/2014,12/15/2014,West,Furniture,Furnishings,79.44,3,238.32,28.5984,,,,,,,
12/9/2014,12/11/2014,Central,Office Supplies,Paper,10.688,2,21.376,3.7408,,,,,,,
12/9/2014,12/11/2014,Central,Office Supplies,Storage,237.096,3,711.288,20.7459,,,,,,,
12/9/2014,12/14/2014,West,Office Supplies,Storage,100.704,6,604.224,-1.2588,,,,,,,
12/9/2014,12/15/2014,Central,Office Supplies,Paper,8.448,2,16.896,2.9568,,,,,,,
12/9/2014,12/15/2014,Central,Office Supplies,Appliances,20.388,2,40.776,-53.0088,,,,,,,
12/9/2014,12/15/2014,East,Office Supplies,Envelopes,30.672,3,92.016,9.585,,,,,,,
12/9/2014,12/15/2014,East,Technology,Copiers,1079.976,4,4319.904,125.9972,,,,,,,
12/9/2014,12/16/2014,West,Office Supplies,Paper,34.68,6,208.08,16.9932,,,,,,,
12/10/2014,12/14/2014,West,Furniture,Chairs,338.352,3,1015.056,4.2294,,,,,,,
12/10/2014,12/14/2014,West,Office Supplies,Paper,25.92,4,103.68,12.4416,,,,,,,
12/10/2014,12/14/2014,West,Office Supplies,Paper,91.36,4,365.44,42.0256,,,,,,,
12/10/2014,12/15/2014,East,Office Supplies,Paper,11.36,2,22.72,5.2256,,,,,,,
12/10/2014,12/15/2014,East,Office Supplies,Binders,106.344,7,744.408,37.2204,,,,,,,
12/12/2014,12/12/2014,Central,Office Supplies,Binders,210.392,2,420.784,-336.6272,,,,,,,
12/12/2014,12/14/2014,West,Furniture,Tables,764.688,6,4588.128,95.586,,,,,,,
12/12/2014,12/14/2014,West,Furniture,Tables,3610.848,12,43330.176,135.4068,,,,,,,
12/12/2014,12/14/2014,West,Furniture,Bookcases,254.9745,3,764.9235,11.9988,,,,,,,
12/12/2014,12/15/2014,West,Furniture,Furnishings,12.54,3,37.62,4.5144,,,,,,,
12/12/2014,12/15/2014,West,Office Supplies,Storage,8.94,3,26.82,0.6258,,,,,,,
12/12/2014,12/15/2014,West,Furniture,Furnishings,9.24,3,27.72,4.4352,,,,,,,
12/12/2014,12/17/2014,West,Furniture,Furnishings,43.31,1,43.31,4.331,,,,,,,
12/12/2014,12/17/2014,South,Office Supplies,Envelopes,23.472,3,70.416,7.6284,,,,,,,
12/13/2014,12/15/2014,West,Office Supplies,Paper,90.24,6,541.44,41.5104,,,,,,,
12/13/2014,12/15/2014,Central,Office Supplies,Supplies,2.92,1,2.92,0.365,,,,,,,
12/13/2014,12/15/2014,South,Office Supplies,Binders,12.39,3,37.17,5.8233,,,,,,,
12/13/2014,12/17/2014,Central,Furniture,Furnishings,94.428,3,283.284,-42.4926,,,,,,,
12/13/2014,12/17/2014,West,Furniture,Furnishings,87.96,3,263.88,7.6965,,,,,,,
12/13/2014,12/17/2014,West,Office Supplies,Binders,5.214,2,10.428,-4.1712,,,,,,,
12/14/2014,12/16/2014,Central,Office Supplies,Binders,9.264,3,27.792,-13.896,,,,,,,
12/14/2014,12/19/2014,Central,Office Supplies,Binders,5.104,4,20.416,-8.6768,,,,,,,
12/14/2014,12/19/2014,Central,Office Supplies,Fasteners,2.896,2,5.792,0.4706,,,,,,,
12/14/2014,12/19/2014,Central,Technology,Accessories,35.016,3,105.048,-2.1885,,,,,,,
12/14/2014,12/20/2014,South,Furniture,Chairs,186.304,4,745.216,13.9728,,,,,,,
12/14/2014,12/21/2014,East,Office Supplies,Art,2.624,1,2.624,0.2952,,,,,,,
12/14/2014,12/21/2014,East,Furniture,Tables,136.53,1,136.53,-52.3365,,,,,,,
12/14/2014,12/21/2014,East,Technology,Accessories,263.96,1,263.96,42.8935,,,,,,,
12/14/2014,12/21/2014,East,Technology,Machines,6999.96,4,27999.84,2239.9872,,,,,,,
12/15/2014,12/17/2014,East,Furniture,Chairs,445.802,7,3120.614,-108.2662,,,,,,,
12/15/2014,12/18/2014,Central,Technology,Phones,40.68,3,122.04,-9.153,,,,,,,
12/15/2014,12/18/2014,Central,Furniture,Chairs,763.28,5,3816.4,-21.808,,,,,,,
12/15/2014,12/19/2014,West,Furniture,Furnishings,6.16,2,12.32,1.9712,,,,,,,
12/15/2014,12/21/2014,Central,Furniture,Furnishings,8.544,2,17.088,-7.476,,,,,,,
12/16/2014,12/17/2014,West,Furniture,Furnishings,44.46,2,88.92,14.6718,,,,,,,
12/16/2014,12/17/2014,West,Furniture,Chairs,241.568,2,483.136,18.1176,,,,,,,
12/16/2014,12/17/2014,West,Technology,Accessories,395,5,1975,39.5,,,,,,,
12/16/2014,12/17/2014,West,Technology,Phones,627.168,4,2508.672,70.5564,,,,,,,
12/16/2014,12/18/2014,South,Technology,Accessories,99.98,2,199.96,7.9984,,,,,,,
12/16/2014,12/18/2014,South,Furniture,Furnishings,29.46,6,176.76,9.7218,,,,,,,
12/16/2014,12/18/2014,Central,Technology,Accessories,319.968,4,1279.872,95.9904,,,,,,,
12/16/2014,12/18/2014,Central,Furniture,Furnishings,8.624,7,60.368,-2.5872,,,,,,,
12/16/2014,12/20/2014,South,Furniture,Chairs,1013.832,9,9124.488,101.3832,,,,,,,
12/16/2014,12/20/2014,South,Office Supplies,Fasteners,1.984,2,3.968,0.6696,,,,,,,
12/16/2014,12/20/2014,Central,Office Supplies,Paper,114.2,5,571,52.532,,,,,,,
12/16/2014,12/21/2014,South,Office Supplies,Binders,1.167,1,1.167,-0.8558,,,,,,,
12/16/2014,12/21/2014,Central,Office Supplies,Paper,36.288,7,254.016,12.7008,,,,,,,
12/16/2014,12/21/2014,Central,Furniture,Furnishings,56.568,2,113.136,-74.9526,,,,,,,
12/16/2014,12/21/2014,West,Furniture,Chairs,1403.92,5,7019.6,70.196,,,,,,,
12/17/2014,12/19/2014,South,Office Supplies,Art,40.05,3,120.15,11.214,,,,,,,
12/17/2014,12/24/2014,East,Office Supplies,Binders,5.484,4,21.936,-4.0216,,,,,,,
12/19/2014,12/21/2014,South,Office Supplies,Binders,152.76,6,916.56,74.8524,,,,,,,
12/19/2014,12/21/2014,South,Office Supplies,Supplies,7.27,1,7.27,1.9629,,,,,,,
12/19/2014,12/21/2014,South,Furniture,Chairs,1819.86,14,25478.04,163.7874,,,,,,,
12/19/2014,12/21/2014,West,Office Supplies,Labels,14.62,2,29.24,6.8714,,,,,,,
12/19/2014,12/21/2014,West,Office Supplies,Fasteners,22.55,5,112.75,8.7945,,,,,,,
12/19/2014,12/21/2014,West,Technology,Phones,583.8,5,2919,72.975,,,,,,,
12/19/2014,12/21/2014,West,Technology,Phones,211.168,4,844.672,15.8376,,,,,,,
12/19/2014,12/25/2014,South,Office Supplies,Binders,4.812,2,9.624,-3.6892,,,,,,,
12/19/2014,12/25/2014,South,Technology,Accessories,247.8,5,1239,-18.585,,,,,,,
12/19/2014,12/25/2014,Central,Technology,Phones,323.976,3,971.928,36.4473,,,,,,,
12/19/2014,12/25/2014,Central,Office Supplies,Paper,15.552,3,46.656,5.4432,,,,,,,
12/19/2014,12/25/2014,Central,Office Supplies,Storage,32.592,3,97.776,-7.7406,,,,,,,
12/20/2014,12/20/2014,West,Technology,Accessories,447.944,7,3135.608,89.5888,,,,,,,
12/20/2014,12/21/2014,South,Office Supplies,Storage,122.48,2,244.96,0,,,,,,,
12/20/2014,12/21/2014,South,Furniture,Tables,2244.48,7,15711.36,493.7856,,,,,,,
12/20/2014,12/21/2014,South,Office Supplies,Binders,62.31,3,186.93,29.2857,,,,,,,
12/20/2014,12/21/2014,South,Furniture,Tables,455.1,2,910.2,100.122,,,,,,,
12/20/2014,12/22/2014,West,Furniture,Furnishings,51.968,2,103.936,10.3936,,,,,,,
12/20/2014,12/22/2014,West,Technology,Accessories,71.976,3,215.928,21.5928,,,,,,,
12/20/2014,12/22/2014,West,Furniture,Chairs,242.352,3,727.056,-42.4116,,,,,,,
12/20/2014,12/22/2014,West,Office Supplies,Paper,221.92,5,1109.6,77.672,,,,,,,
12/20/2014,12/22/2014,West,Office Supplies,Paper,8.448,2,16.896,2.64,,,,,,,
12/20/2014,12/23/2014,West,Office Supplies,Binders,487.984,2,975.968,152.495,,,,,,,
12/20/2014,12/23/2014,West,Office Supplies,Art,47.3,2,94.6,12.298,,,,,,,
12/20/2014,12/23/2014,West,Office Supplies,Art,4.13,1,4.13,1.1564,,,,,,,
12/20/2014,12/23/2014,West,Office Supplies,Binders,155.12,5,775.6,50.414,,,,,,,
12/20/2014,12/23/2014,Central,Office Supplies,Labels,3.69,1,3.69,1.7343,,,,,,,
12/20/2014,12/23/2014,Central,Office Supplies,Binders,1103.97,3,3311.91,496.7865,,,,,,,
12/20/2014,12/23/2014,East,Furniture,Chairs,192.186,3,576.558,36.3018,,,,,,,
12/20/2014,12/25/2014,West,Office Supplies,Labels,31.05,3,93.15,14.904,,,,,,,
12/20/2014,12/25/2014,South,Office Supplies,Appliances,43.512,7,304.584,3.8073,,,,,,,
12/20/2014,12/25/2014,South,Furniture,Chairs,662.88,3,1988.64,74.574,,,,,,,
12/20/2014,12/25/2014,South,Office Supplies,Paper,25.92,5,129.6,9.072,,,,,,,
12/20/2014,12/25/2014,Central,Office Supplies,Appliances,19.432,2,38.864,-49.5516,,,,,,,
12/20/2014,12/25/2014,Central,Technology,Accessories,65.44,5,327.2,-8.18,,,,,,,
12/20/2014,12/27/2014,East,Furniture,Furnishings,190.848,3,572.544,-21.4704,,,,,,,
12/21/2014,12/25/2014,East,Office Supplies,Labels,17.28,6,103.68,7.9488,,,,,,,
12/21/2014,12/27/2014,West,Furniture,Chairs,1325.76,6,7954.56,149.148,,,,,,,
12/21/2014,12/27/2014,West,Furniture,Chairs,572.16,3,1716.48,35.76,,,,,,,
12/21/2014,12/28/2014,South,Office Supplies,Binders,18.24,2,36.48,-14.592,,,,,,,
12/22/2014,12/26/2014,West,Office Supplies,Art,11.76,4,47.04,3.1752,,,,,,,
12/22/2014,12/26/2014,East,Office Supplies,Storage,216.4,4,865.6,56.264,,,,,,,
12/22/2014,12/26/2014,East,Office Supplies,Binders,296.712,13,3857.256,100.1403,,,,,,,
12/22/2014,12/29/2014,Central,Office Supplies,Storage,132.16,1,132.16,9.912,,,,,,,
12/22/2014,12/29/2014,Central,Office Supplies,Binders,17.904,6,107.424,-31.332,,,,,,,
12/22/2014,12/29/2014,Central,Office Supplies,Paper,124.032,4,496.128,44.9616,,,,,,,
12/23/2014,12/27/2014,East,Furniture,Tables,53.316,2,106.632,-19.5492,,,,,,,
12/23/2014,12/27/2014,East,Office Supplies,Appliances,56.52,3,169.56,15.8256,,,,,,,
12/23/2014,12/27/2014,South,Office Supplies,Paper,45.528,3,136.584,15.9348,,,,,,,
12/23/2014,12/27/2014,South,Furniture,Chairs,64.784,1,64.784,6.4784,,,,,,,
12/23/2014,12/27/2014,South,Office Supplies,Storage,424.272,2,848.544,-10.6068,,,,,,,
12/23/2014,12/27/2014,South,Office Supplies,Art,1.344,1,1.344,0.504,,,,,,,
12/23/2014,12/27/2014,South,Office Supplies,Storage,83.92,5,419.6,-1.049,,,,,,,
12/23/2014,12/28/2014,Central,Office Supplies,Appliances,207.24,11,2279.64,58.0272,,,,,,,
12/23/2014,12/28/2014,Central,Office Supplies,Paper,5.184,1,5.184,1.8144,,,,,,,
12/24/2014,12/26/2014,South,Office Supplies,Paper,9.568,2,19.136,3.4684,,,,,,,
12/24/2014,12/26/2014,East,Furniture,Furnishings,30.36,5,151.8,8.7285,,,,,,,
12/24/2014,12/26/2014,West,Office Supplies,Appliances,13.97,1,13.97,3.6322,,,,,,,
12/24/2014,12/29/2014,West,Office Supplies,Storage,142.86,1,142.86,41.4294,,,,,,,
12/24/2014,12/29/2014,West,Furniture,Chairs,292.272,6,1753.632,18.267,,,,,,,
12/24/2014,12/29/2014,West,Technology,Phones,173.656,7,1215.592,17.3656,,,,,,,
12/24/2014,12/29/2014,West,Office Supplies,Appliances,361.96,2,723.92,101.3488,,,,,,,
12/24/2014,12/29/2014,West,Technology,Accessories,62.85,3,188.55,13.1985,,,,,,,
12/24/2014,12/29/2014,West,Technology,Phones,818.376,3,2455.128,51.1485,,,,,,,
12/24/2014,12/29/2014,West,Office Supplies,Storage,20.34,1,20.34,0.2034,,,,,,,
12/24/2014,12/29/2014,West,Furniture,Furnishings,23.99,1,23.99,5.5177,,,,,,,
12/26/2014,12/28/2014,Central,Furniture,Chairs,600.558,3,1801.674,-8.5794,,,,,,,
12/26/2014,12/28/2014,West,Furniture,Furnishings,300.416,8,2403.328,78.8592,,,,,,,
12/26/2014,12/28/2014,West,Furniture,Chairs,230.352,3,691.056,20.1558,,,,,,,
12/26/2014,12/28/2014,West,Furniture,Furnishings,218.352,3,655.056,-24.5646,,,,,,,
12/26/2014,12/28/2014,West,Office Supplies,Binders,78.6,5,393,-62.88,,,,,,,
12/26/2014,12/28/2014,West,Office Supplies,Fasteners,27.552,3,82.656,9.2988,,,,,,,
12/26/2014,12/30/2014,West,Office Supplies,Supplies,11.91,3,35.73,0.1191,,,,,,,
12/26/2014,12/30/2014,West,Furniture,Furnishings,3.48,2,6.96,1.1136,,,,,,,
12/26/2014,12/30/2014,East,Office Supplies,Art,8.016,3,24.048,1.1022,,,,,,,
12/26/2014,12/31/2014,Central,Office Supplies,Binders,8.69,5,43.45,-14.773,,,,,,,
12/26/2014,12/31/2014,East,Office Supplies,Paper,18.264,3,54.792,6.1641,,,,,,,
12/26/2014,12/31/2014,East,Office Supplies,Appliances,34.656,2,69.312,5.6316,,,,,,,
12/26/2014,12/31/2014,East,Office Supplies,Appliances,81.552,2,163.104,8.1552,,,,,,,
12/26/2014,12/31/2014,East,Office Supplies,Storage,227.136,4,908.544,-42.588,,,,,,,
12/26/2014,1/1/2015,East,Office Supplies,Storage,191.88,6,1151.28,19.188,,,,,,,
12/27/2014,12/30/2014,West,Office Supplies,Labels,11.56,4,46.24,5.4332,,,,,,,
12/27/2014,12/30/2014,Central,Office Supplies,Binders,4.984,1,4.984,-8.4728,,,,,,,
12/27/2014,12/31/2014,Central,Furniture,Furnishings,32.952,6,197.712,-19.7712,,,,,,,
12/27/2014,12/31/2014,Central,Office Supplies,Storage,30.016,4,120.064,3.0016,,,,,,,
12/27/2014,12/31/2014,East,Furniture,Chairs,767.214,14,10740.996,161.9674,,,,,,,
12/27/2014,12/31/2014,West,Office Supplies,Appliances,10.98,1,10.98,2.9646,,,,,,,
12/27/2014,12/31/2014,West,Office Supplies,Fasteners,7.86,3,23.58,3.6156,,,,,,,
12/27/2014,12/31/2014,West,Office Supplies,Storage,51.45,3,154.35,13.8915,,,,,,,
12/27/2014,12/31/2014,West,Office Supplies,Binders,37.056,3,111.168,13.896,,,,,,,
12/27/2014,12/31/2014,West,Office Supplies,Binders,946.764,6,5680.584,-694.2936,,,,,,,
12/27/2014,1/1/2015,East,Furniture,Furnishings,182.352,3,547.056,-18.2352,,,,,,,
12/27/2014,1/1/2015,East,Office Supplies,Storage,118.16,2,236.32,-25.109,,,,,,,
12/27/2014,1/2/2015,West,Furniture,Chairs,230.28,3,690.84,23.028,,,,,,,
12/27/2014,1/2/2015,West,Office Supplies,Paper,12.84,3,38.52,5.778,,,,,,,
12/27/2014,1/3/2015,South,Office Supplies,Paper,23.92,4,95.68,11.7208,,,,,,,
12/27/2014,1/3/2015,South,Technology,Accessories,498,5,2490,184.26,,,,,,,
12/28/2014,12/30/2014,East,Office Supplies,Art,99.136,4,396.544,8.6744,,,,,,,
12/28/2014,1/1/2015,East,Office Supplies,Appliances,1737.18,6,10423.08,503.7822,,,,,,,
12/28/2014,1/1/2015,East,Office Supplies,Storage,704.25,5,3521.25,84.51,,,,,,,
12/28/2014,1/1/2015,East,Office Supplies,Paper,141.76,4,567.04,66.6272,,,,,,,
12/28/2014,1/3/2015,West,Office Supplies,Storage,998.82,9,8989.38,29.9646,,,,,,,
12/28/2014,1/3/2015,West,Office Supplies,Supplies,51.15,5,255.75,13.299,,,,,,,
12/29/2014,12/31/2014,East,Office Supplies,Appliances,48.36,5,241.8,6.045,,,,,,,
12/29/2014,1/2/2015,Central,Office Supplies,Storage,24.56,2,49.12,6.8768,,,,,,,
12/29/2014,1/2/2015,Central,Technology,Accessories,119.8,4,479.2,47.92,,,,,,,
12/29/2014,1/2/2015,West,Furniture,Furnishings,24.9,5,124.5,8.217,,,,,,,
12/29/2014,1/2/2015,West,Office Supplies,Paper,21.12,4,84.48,9.504,,,,,,,
12/29/2014,1/2/2015,West,Technology,Machines,767.952,6,4607.712,287.982,,,,,,,
12/29/2014,1/2/2015,West,Office Supplies,Binders,14.352,3,43.056,4.6644,,,,,,,
12/29/2014,1/2/2015,West,Technology,Phones,191.976,3,575.928,19.1976,,,,,,,
12/29/2014,1/2/2015,West,Office Supplies,Labels,274.77,9,2472.93,126.3942,,,,,,,
12/29/2014,1/2/2015,West,Furniture,Furnishings,70.56,6,423.36,23.9904,,,,,,,
12/29/2014,1/2/2015,Central,Furniture,Furnishings,8.736,3,26.208,-4.8048,,,,,,,
12/29/2014,1/3/2015,West,Technology,Phones,23.976,3,71.928,-5.6943,,,,,,,
12/29/2014,1/3/2015,West,Office Supplies,Storage,33.29,1,33.29,7.9896,,,,,,,
12/29/2014,1/3/2015,West,Office Supplies,Labels,88.8,6,532.8,44.4,,,,,,,
12/29/2014,1/3/2015,West,Technology,Phones,319.968,4,1279.872,35.9964,,,,,,,
12/29/2014,1/5/2015,Central,Furniture,Furnishings,38.976,3,116.928,-50.6688,,,,,,,
12/30/2014,1/1/2015,Central,Office Supplies,Envelopes,12.984,3,38.952,4.7067,,,,,,,
12/30/2014,1/1/2015,Central,Technology,Phones,217.584,2,435.168,19.0386,,,,,,,
12/30/2014,1/1/2015,Central,Technology,Phones,328.776,3,986.328,28.7679,,,,,,,
12/30/2014,1/1/2015,Central,Office Supplies,Binders,2.286,3,6.858,-3.6576,,,,,,,
12/30/2014,1/1/2015,Central,Technology,Accessories,47.984,2,95.968,14.3952,,,,,,,
12/30/2014,1/1/2015,South,Office Supplies,Storage,39.128,1,39.128,-8.8038,,,,,,,
12/30/2014,1/3/2015,East,Technology,Accessories,27.968,2,55.936,6.992,,,,,,,
12/30/2014,1/3/2015,East,Technology,Phones,251.964,6,1511.784,-50.3928,,,,,,,
12/30/2014,1/3/2015,East,Furniture,Tables,523.764,3,1571.292,-192.0468,,,,,,,
12/30/2014,1/4/2015,Central,Office Supplies,Art,9.84,3,29.52,2.8536,,,,,,,
12/30/2014,1/4/2015,West,Office Supplies,Binders,551.985,5,2759.925,-459.9875,,,,,,,
12/30/2014,1/4/2015,East,Office Supplies,Appliances,122.94,3,368.82,30.735,,,,,,,
12/30/2014,1/4/2015,East,Office Supplies,Binders,35.448,7,248.136,12.8499,,,,,,,
12/31/2014,12/31/2014,West,Technology,Phones,475.944,7,3331.608,59.493,,,,,,,
12/31/2014,1/1/2015,East,Technology,Accessories,34.77,3,104.31,11.4741,,,,,,,
12/31/2014,1/1/2015,East,Office Supplies,Labels,18.9,3,56.7,8.694,,,,,,,
12/31/2014,1/3/2015,East,Furniture,Furnishings,63.2,5,316,23.384,,,,,,,
12/31/2014,1/3/2015,East,Technology,Accessories,113.97,3,341.91,27.3528,,,,,,,
12/31/2014,1/4/2015,East,Furniture,Bookcases,1573.488,7,11014.416,196.686,,,,,,,
12/31/2014,1/4/2015,Central,Office Supplies,Art,29.68,7,207.76,11.5752,,,,,,,
12/31/2014,1/4/2015,Central,Technology,Accessories,47.53,7,332.71,16.1602,,,,,,,
12/31/2014,1/5/2015,Central,Office Supplies,Envelopes,49.568,2,99.136,17.9684,,,,,,,
12/31/2014,1/7/2015,East,Office Supplies,Paper,195.64,4,782.56,91.9508,,,,,,,
12/31/2014,1/7/2015,East,Office Supplies,Paper,14.94,3,44.82,7.0218,,,,,,,
12/31/2014,1/7/2015,East,Technology,Accessories,1687.8,4,6751.2,742.632,,,,,,,
12/31/2014,1/7/2015,East,Furniture,Bookcases,341.96,2,683.92,78.6508,,,,,,,
12/31/2014,1/7/2015,East,Furniture,Chairs,605.88,6,3635.28,151.47,,,,,,,
1/2/2015,1/4/2015,East,Office Supplies,Storage,85.52,2,171.04,22.2352,,,,,,,
1/2/2015,1/4/2015,East,Office Supplies,Art,9.84,3,29.52,2.6568,,,,,,,
1/2/2015,1/4/2015,East,Office Supplies,Paper,20.04,3,60.12,9.6192,,,,,,,
1/2/2015,1/9/2015,East,Office Supplies,Labels,23.68,2,47.36,8.88,,,,,,,
1/2/2015,1/9/2015,East,Furniture,Bookcases,452.45,5,2262.25,-244.323,,,,,,,
1/2/2015,1/9/2015,East,Technology,Phones,62.982,3,188.946,-14.6958,,,,,,,
1/2/2015,1/9/2015,East,Technology,Machines,1188,9,10692,-950.4,,,,,,,
1/2/2015,1/9/2015,East,Technology,Accessories,89.584,2,179.168,4.4792,,,,,,,
1/3/2015,1/8/2015,Central,Office Supplies,Paper,10.368,2,20.736,3.6288,,,,,,,
1/3/2015,1/8/2015,Central,Technology,Accessories,398.4,5,1992,84.66,,,,,,,
1/3/2015,1/8/2015,Central,Office Supplies,Art,7.056,3,21.168,0.7938,,,,,,,
1/3/2015,1/8/2015,Central,Furniture,Bookcases,1352.3976,9,12171.5784,-437.5404,,,,,,,
1/4/2015,1/9/2015,South,Furniture,Furnishings,192.22,14,2691.08,69.1992,,,,,,,
1/4/2015,1/10/2015,Central,Office Supplies,Binders,32.34,3,97.02,15.5232,,,,,,,
1/4/2015,1/10/2015,Central,Office Supplies,Paper,39.9,5,199.5,19.95,,,,,,,
1/5/2015,1/10/2015,West,Furniture,Chairs,61.584,1,61.584,-6.9282,,,,,,,
1/5/2015,1/10/2015,East,Office Supplies,Art,59.52,3,178.56,15.4752,,,,,,,
1/5/2015,1/10/2015,East,Office Supplies,Envelopes,17.48,2,34.96,8.2156,,,,,,,
1/5/2015,1/10/2015,East,Office Supplies,Binders,13.168,2,26.336,4.6088,,,,,,,
1/5/2015,1/10/2015,West,Office Supplies,Appliances,87.36,6,524.16,23.5872,,,,,,,
1/5/2015,1/10/2015,West,Office Supplies,Binders,56.16,6,336.96,17.55,,,,,,,
1/6/2015,1/12/2015,West,Office Supplies,Paper,29.6,5,148,9.25,,,,,,,
1/6/2015,1/12/2015,West,Office Supplies,Binders,1.938,2,3.876,-1.3566,,,,,,,
1/9/2015,1/13/2015,South,Office Supplies,Paper,106.32,3,318.96,49.9704,,,,,,,
1/9/2015,1/13/2015,South,Office Supplies,Appliances,163.44,3,490.32,45.7632,,,,,,,
1/9/2015,1/13/2015,South,Office Supplies,Art,42.76,2,85.52,11.1176,,,,,,,
1/9/2015,1/13/2015,South,Office Supplies,Paper,51.55,5,257.75,24.2285,,,,,,,
1/10/2015,1/15/2015,East,Furniture,Tables,1018.104,4,4072.416,-373.3048,,,,,,,
1/12/2015,1/17/2015,East,Office Supplies,Art,10.368,2,20.736,1.5552,,,,,,,
1/12/2015,1/17/2015,East,Technology,Phones,235.188,2,470.376,-43.1178,,,,,,,
1/12/2015,1/17/2015,East,Technology,Phones,26.376,4,105.504,2.6376,,,,,,,
1/12/2015,1/17/2015,East,Technology,Accessories,10.384,2,20.768,2.2066,,,,,,,
1/12/2015,1/17/2015,East,Technology,Phones,107.118,3,321.354,-21.4236,,,,,,,
1/12/2015,1/18/2015,East,Office Supplies,Storage,465.18,3,1395.54,120.9468,,,,,,,
1/13/2015,1/15/2015,South,Office Supplies,Labels,9.82,2,19.64,4.8118,,,,,,,
1/13/2015,1/17/2015,West,Office Supplies,Binders,70.008,3,210.024,24.5028,,,,,,,
1/13/2015,1/17/2015,West,Furniture,Furnishings,77.6,4,310.4,38.024,,,,,,,
1/13/2015,1/17/2015,West,Furniture,Furnishings,464.85,9,4183.65,92.97,,,,,,,
1/17/2015,1/22/2015,East,Office Supplies,Art,6.68,2,13.36,2.004,,,,,,,
1/17/2015,1/23/2015,South,Office Supplies,Supplies,88.96,8,711.68,10.008,,,,,,,
1/17/2015,1/24/2015,Central,Furniture,Furnishings,254.744,7,1783.208,-312.0614,,,,,,,
1/19/2015,1/23/2015,Central,Furniture,Tables,102.438,1,102.438,-13.1706,,,,,,,
1/19/2015,1/23/2015,Central,Furniture,Chairs,199.304,4,797.216,-8.5416,,,,,,,
